106,17,10,9,9,13,32,226,125,100
10,10,7,4,4,17,9,10,7,10
3,5,3,3,3,5,3,5,6,3
8,8,8,6,8,8,8,9,11,7
3,4,3,3,3,4,3,4,5,3
5,5,3,3,3,5,3,5,6,6
106,17,10,9,9,13,32,226,125,100
10,10,7,4,4,17,9,10,7,10
3,5,3,3,3,5,3,5,6,3
8,8,8,6,8,8,8,9,11,7
3,4,3,3,3,4,3,4,5,3
5,5,3,3,3,5,3,5,6,6
12,8,7,9,9,11,12,12,10,9
8,7,9,7,6,8,8,12,9,9
17,17,9,7,10,134,11,123,8,8
26,37,10,8,10,128,16,111,10,20
18,27,9,9,9,124,17,23,10,8
84,115,11,8,11,145,27,136,10,8
59,32,9,8,9,134,12,120,13,11
15,13,7,7,8,90,12,117,23,12
95,453,12,14,11,104,17,714,90,13
106,126,10,9,10,158,10,159,11,10
89,106,10,16,10,864,11,227,11,10
117,687,11,11,11,864,17,864,11,17
22,19,11,11,11,94,11,228,11,11
8,20,8,8,8,87,8,230,8,8
8,96,8,8,8,104,8,227,8,8
106,105,18,10,13,864,35,864,23,19
105,253,11,10,10,163,31,133,23,29
10,71,9,4,4,110,4,285,12,4
7,17,6,4,4,97,4,5,10,4
6,6,5,4,4,99,4,5,9,4
8,17,8,4,4,90,4,11,10,9
12,12,5,4,4,111,4,12,10,4
104,687,10,10,11,108,15,864,11,15
259,687,17,10,93,864,160,864,11,23
119,156,28,10,7,864,13,864,20,14
181,687,9,10,10,864,13,862,36,7
457,687,14,7,6,864,146,864,46,15
126,687,11,11,10,107,13,864,41,20
143,687,15,7,7,107,150,864,88,14
106,687,9,7,7,864,13,864,99,20
137,687,9,7,7,864,13,864,94,20
136,687,12,7,7,864,134,864,94,20
128,687,11,7,10,864,13,864,80,20
129,687,12,10,10,864,135,864,94,20
128,687,12,10,10,864,106,864,99,20
114,687,12,10,20,864,95,864,51,20
109,687,12,10,10,864,23,864,25,13
145,687,9,7,6,864,10,864,28,10
220,687,9,7,6,864,10,864,26,10
398,687,13,7,7,864,110,864,31,10
393,687,10,7,9,864,249,864,33,19
143,687,10,10,9,864,12,864,28,19
139,687,8,7,9,864,245,864,63,20
136,687,12,7,9,864,134,864,95,20
136,687,8,7,9,864,105,864,95,20
303,687,8,7,9,864,133,864,86,20
527,687,8,6,8,864,103,864,57,14
103,137,8,7,6,864,12,864,36,10
432,687,8,6,6,864,430,864,95,14
408,687,11,6,6,864,299,864,95,14
864,687,13,6,6,864,60,864,95,14
864,687,13,7,7,864,658,864,129,14
864,687,82,6,11,864,734,864,95,95
462,687,8,7,8,864,249,864,16,93
229,687,9,7,7,864,451,864,95,95
864,687,14,7,7,864,391,864,95,14
465,687,9,7,7,864,439,864,95,14
864,687,82,15,9,864,801,864,95,94
864,687,82,14,84,864,801,864,95,95
864,687,27,14,24,864,815,864,95,133
864,687,102,11,92,864,864,864,117,136
864,687,109,7,7,864,608,864,130,15
864,687,14,7,7,864,864,864,132,14
864,687,15,7,18,864,864,864,131,15
864,687,431,25,18,864,864,864,124,133
864,687,117,96,108,864,864,864,397,135
864,687,112,96,120,864,864,864,401,133
864,687,114,255,739,864,864,864,132,131
864,687,114,12,346,864,864,864,129,125
864,687,121,12,15,864,864,864,132,125
864,687,121,12,394,864,864,864,129,122
864,687,110,7,12,864,864,864,132,125
864,687,109,7,100,864,864,864,125,128
864,687,17,7,8,864,864,864,123,125
864,687,17,7,8,864,864,864,119,129
864,687,17,7,8,864,864,864,115,117
864,687,110,7,8,864,864,864,115,120
864,687,113,8,17,864,864,864,126,125
864,687,17,7,8,864,864,864,115,117
864,687,17,7,8,864,864,864,115,117
864,687,17,7,8,864,864,864,115,117
864,687,110,8,102,864,864,864,115,117
864,687,110,7,8,864,864,864,122,120
864,687,110,7,292,864,864,864,115,117
864,687,110,8,292,864,864,864,115,120
864,687,109,8,104,864,864,864,125,119
864,687,115,12,113,864,864,864,125,118
864,687,109,217,104,864,864,864,122,130
864,687,109,223,100,864,864,864,122,130
864,687,110,163,116,864,864,864,122,130
864,687,115,170,130,864,864,864,123,130
864,687,109,225,100,864,864,864,126,130
864,687,108,19,285,864,864,864,138,129
864,687,112,125,119,864,864,864,132,130
864,687,108,11,278,864,864,864,138,136
864,687,111,96,98,864,864,864,130,125
864,687,98,218,100,864,864,864,127,130
864,687,111,226,98,107,864,864,121,126
864,687,114,155,451,107,864,864,130,129
864,687,98,223,100,107,864,864,136,131
