96,10,7,118,7,7,229,7,7,7
93,10,7,103,7,7,229,7,7,7
90,7,7,97,7,7,227,7,7,7
90,7,7,97,7,7,227,7,7,7
90,7,7,97,7,7,227,7,7,7
90,7,7,97,7,7,227,7,7,7
90,7,7,97,7,7,227,7,7,7
93,7,7,97,7,7,227,7,7,7
101,10,7,98,7,7,229,7,7,7
222,110,93,118,88,90,268,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,95,90,88
222,110,93,118,88,90,382,93,90,88
205,110,93,97,88,90,379,92,90,88
205,110,93,118,88,90,380,95,90,88
124,110,91,118,87,4,236,85,4,80
112,110,93,118,88,90,382,95,7,88
112,112,92,96,87,89,380,8,4,88
113,146,90,97,4,4,376,4,4,82
112,117,89,97,87,6,236,85,7,86
95,110,4,126,6,4,231,4,4,8
95,126,4,96,6,4,233,4,4,80
95,117,83,393,6,6,234,6,4,72
106,132,9,418,11,4,232,4,4,72
114,120,83,97,72,4,232,4,4,72
95,124,4,125,6,4,230,4,4,36
95,110,4,125,7,4,232,7,4,36
95,117,4,97,4,4,230,4,4,21
95,116,4,118,9,7,232,78,4,37
102,104,4,118,8,7,232,77,4,69
95,118,4,393,6,4,232,4,4,36
94,110,4,96,7,4,230,4,4,38
94,110,4,125,4,10,231,4,4,21
113,110,4,118,4,4,232,35,4,38
93,102,4,418,6,4,230,4,4,34
95,122,4,96,6,4,230,6,4,38
94,117,4,129,6,4,231,4,4,34
95,120,4,125,7,4,232,4,4,39
94,123,4,393,7,4,230,9,4,34
95,117,4,125,7,4,231,4,4,21
94,121,4,96,7,4,235,15,4,68
95,118,4,96,4,4,235,6,4,21
94,118,4,96,7,4,232,4,4,34
94,110,4,118,4,4,232,4,4,21
95,110,4,124,7,4,231,6,4,39
94,132,4,125,7,4,234,4,4,34
94,118,4,96,4,4,231,4,4,28
94,115,4,96,4,6,232,4,4,21
94,117,4,398,7,4,232,4,4,39
94,117,4,96,4,4,232,4,4,21
94,104,4,119,4,4,235,4,4,39
95,102,4,96,10,6,231,6,4,34
93,114,4,124,7,4,232,4,4,21
93,118,4,124,7,4,231,4,4,21
93,111,4,118,7,4,230,4,4,39
95,113,4,118,7,4,283,9,4,21
93,108,4,96,6,4,230,4,4,18
93,116,4,124,10,4,230,4,4,21
95,103,4,397,8,4,232,4,4,34
95,117,4,118,10,4,230,4,4,39
93,116,4,124,6,4,230,9,4,21
93,119,4,118,4,4,232,4,4,21
93,106,4,864,4,4,232,6,4,21
93,104,8,124,7,6,230,28,4,21
93,103,4,864,4,4,230,7,4,21
93,109,4,120,10,6,230,12,4,34
94,108,4,124,6,4,232,15,6,68
93,103,4,864,4,4,230,4,4,32
93,104,7,124,10,7,233,7,4,38
93,109,4,124,4,4,232,7,4,31
94,110,7,124,7,7,232,7,7,38
95,110,7,864,10,7,232,7,4,37
95,103,7,124,11,7,230,7,7,32
93,110,7,864,10,7,230,15,9,21
95,104,7,864,13,7,230,7,7,21
93,108,7,124,10,7,230,15,7,31
95,109,7,864,7,9,284,28,7,69
93,106,7,124,7,7,230,28,7,38
95,103,7,118,12,7,230,22,9,69
94,106,7,124,14,14,230,37,10,73
95,110,7,118,15,9,232,19,14,69
94,110,30,118,37,74,230,81,42,69
94,110,7,124,13,7,232,24,10,38
94,103,28,124,12,9,231,78,26,72
94,104,25,124,12,27,230,78,41,69
94,110,7,118,12,9,230,39,10,37
93,110,7,118,13,7,231,28,7,38
95,103,12,118,12,10,230,28,26,38
93,109,7,118,19,9,230,38,10,38
93,108,7,118,7,9,230,28,21,28
94,103,10,118,41,74,230,78,29,69
94,110,14,118,12,74,230,28,21,39
93,103,24,118,12,27,237,28,27,38
95,103,79,118,72,74,377,78,75,69
95,103,37,118,72,74,233,40,40,69
95,106,25,118,34,9,233,39,21,69
93,110,24,124,34,27,229,28,27,38
94,103,10,118,12,9,229,40,9,69
93,103,9,124,12,9,231,28,7,37
95,103,27,118,34,27,232,28,10,36
93,105,9,118,12,74,232,28,21,38
93,105,9,118,12,27,231,21,7,35
93,109,27,118,34,9,231,36,14,43
93,103,28,125,41,74,231,28,21,37
95,109,9,118,34,74,233,28,40,38
93,103,25,118,34,30,232,39,29,38
93,103,28,118,34,74,233,78,22,69
94,109,79,118,69,74,233,78,42,70
93,103,10,118,35,34,233,36,25,39
95,109,10,118,33,27,231,41,25,69
95,103,30,118,41,34,232,39,31,70
93,103,37,118,35,74,231,35,28,39
95,103,28,118,35,74,233,78,32,39
93,109,83,118,34,74,233,82,42,70
94,103,84,118,72,74,234,78,48,76
95,108,82,118,69,74,382,80,73,88
93,103,84,118,72,79,284,80,42,88
94,103,82,118,72,82,230,78,73,73
93,103,83,118,69,74,231,78,28,75
93,103,83,124,71,74,231,80,73,69
94,104,93,118,72,83,382,78,73,88
95,103,93,118,69,74,382,78,73,88
94,104,84,118,72,90,384,82,73,88
95,103,96,118,72,90,382,78,73,88
94,103,93,118,72,74,382,93,90,88
94,105,93,118,88,74,382,93,73,88
94,105,93,118,88,90,382,93,90,88
94,103,93,118,69,79,382,96,73,88
95,103,96,118,88,90,382,93,90,88
95,105,93,118,88,90,382,95,90,88
95,103,93,118,88,90,382,95,90,88
94,103,93,118,88,90,382,95,73,88
94,105,93,118,88,90,384,95,90,88
95,104,93,118,88,90,384,95,90,88
94,104,93,118,88,90,384,95,90,88
94,108,93,118,88,90,384,95,90,88
94,108,93,118,88,90,384,95,90,88
103,108,93,118,88,90,382,95,90,88
94,106,93,118,88,90,382,95,90,88
94,105,93,118,88,90,382,95,90,88
94,105,93,118,88,90,382,95,90,88
103,108,93,118,88,90,382,98,90,88
103,108,93,118,88,90,382,95,90,88
103,106,93,118,88,90,382,95,90,88
104,108,93,118,88,90,382,98,90,88
101,106,93,118,88,90,382,95,90,88
96,105,93,118,88,90,382,95,90,88
110,106,93,118,88,90,382,95,90,88
102,105,93,118,88,90,382,95,90,88
194,106,93,118,88,90,382,95,90,88
103,106,93,118,88,90,382,95,90,88
110,106,93,118,88,90,382,95,90,88
104,105,93,118,88,90,382,95,90,88
